index,0,1,2
26457,0.11,0.24,0.65
26458,0.38,0.183,0.43700000000000006
26459,0.02,0.06,0.92
26460,0.042,0.08,0.878
26461,0.1125,0.14666666666666667,0.7408333333333335
26462,0.02,0.09,0.89
26463,0.41,0.57,0.02
26464,0.01,0.02,0.97
26465,0.03,0.19166666666666668,0.7783333333333333
26466,0.0,0.23666666666666664,0.7633333333333334
26467,0.0,0.19,0.81
26468,0.02,0.04,0.94
26469,0.75,0.105,0.145
26470,0.11,0.28,0.61
26471,0.06,0.11,0.83
26472,0.13,0.19,0.68
26473,0.05,0.04,0.91
26474,0.08,0.92,0.0
26475,0.4623333333333333,0.3646666666666667,0.17300000000000001
26476,0.01,0.0625,0.9275
26477,0.07466666666666667,0.2866666666666667,0.6386666666666667
26478,0.16,0.04666666666666666,0.7933333333333334
26479,0.065,0.075,0.86
26480,0.07166666666666666,0.06,0.8683333333333334
26481,0.0325,0.5975,0.37
26482,0.21,0.01,0.78
26483,0.02,0.18,0.8
26484,0.07,0.12,0.81
26485,0.04,0.02333333333333333,0.9366666666666665
26486,0.13,0.22333333333333336,0.6466666666666667
26487,0.1,0.39,0.51
26488,0.04,0.91,0.05
26489,0.0,0.235,0.765
26490,0.05,0.25,0.7
26491,0.03,0.03,0.94
26492,0.0325,0.2875,0.68
26493,0.88,0.12,0.0
26494,0.1,0.11,0.79
26495,0.07666666666666666,0.11,0.8133333333333332
26496,0.28,0.03666666666666667,0.6833333333333332
26497,0.02,0.88,0.1
26498,0.18916666666666668,0.4693333333333334,0.34149999999999997
26499,0.0,0.24,0.76
26500,0.01,0.33,0.66
26501,0.08666666666666668,0.25,0.6633333333333334
26502,0.03,0.01,0.96
26503,0.1,0.5083333333333333,0.3916666666666667
26504,0.06,0.2,0.74
26505,0.0,0.0575,0.9425
26506,0.06333333333333334,0.9166666666666667,0.02
26507,0.2,0.8,0.0
26508,0.27,0.23,0.5
26509,0.1225,0.1925,0.685
26510,0.0,0.09,0.91
26511,0.05,0.06,0.89
26512,0.2,0.13,0.67
26513,0.0,0.057,0.943
26514,0.003333333333333333,0.026666666666666665,0.97
26515,0.09,0.05,0.86
26516,0.03,0.38,0.59
26517,0.18,0.82,0.0
26518,0.02,0.35,0.63
26519,0.75,0.08,0.17
26520,0.0,0.85,0.15
26521,0.0,0.03,0.97
26522,0.11,0.17,0.72
26523,0.09,0.10833333333333332,0.8016666666666665
26524,0.11,0.23666666666666664,0.6533333333333334
26525,0.22733333333333333,0.2693333333333333,0.5033333333333334
26526,0.0,0.04,0.96
26527,0.03,0.68,0.29
26528,0.125,0.875,0.0
26529,0.51,0.06,0.43
26530,0.12,0.12,0.76
26531,0.0,0.004,0.996
26532,0.74,0.01,0.25
26533,0.04,0.05,0.91
26534,0.085,0.056666666666666664,0.8583333333333334
26535,0.03,0.09,0.88
26536,0.21,0.05,0.74
26537,0.02,0.03,0.95
26538,0.09,0.24,0.67
26539,0.01,0.11800000000000001,0.872
26540,0.15,0.29,0.56
26541,0.02,0.09,0.89
26542,0.13,0.06333333333333334,0.8066666666666665
26543,0.08333333333333331,0.06666666666666667,0.85
26544,0.26,0.16,0.58
26545,0.06,0.14,0.8
26546,0.05,0.11,0.84
26547,0.02,0.06,0.92
26548,0.05,0.005,0.945
26549,0.48,0.52,0.0
26550,0.015,0.457,0.5279999999999999
26551,0.03,0.58,0.39
26552,0.02,0.13333333333333333,0.8466666666666667
26553,0.01,0.06,0.93
26554,0.09,0.4975,0.4125
26555,0.05,0.1,0.85
26556,0.01,0.04,0.95
26557,0.08,0.035,0.885
26558,0.46,0.13,0.41
26559,0.24,0.055,0.705
26560,0.065,0.2583333333333333,0.6766666666666665
26561,0.04,0.0925,0.8675
26562,0.11,0.13,0.76
26563,0.16,0.1,0.74
26564,0.015,0.05,0.935
26565,0.03,0.7641666666666665,0.2058333333333333
26566,0.035,0.235,0.73
26567,0.025238095238095237,0.034761904761904765,0.94
26568,0.36,0.64,0.0
26569,0.0,0.145,0.855
26570,0.28,0.366,0.354
26571,0.03,0.085,0.885
26572,0.17,0.27,0.56
26573,0.18244444444444446,0.20505555555555552,0.6125
26574,0.2575,0.0925,0.65
26575,0.08666666666666668,0.09,0.8233333333333333
26576,0.06166666666666667,0.07416666666666667,0.8641666666666667
26577,0.12,0.27,0.61
26578,0.06,0.76,0.18
26579,0.29,0.68,0.03
26580,0.058499999999999996,0.14150000000000001,0.8
26581,0.19,0.39,0.42
26582,0.0,0.03,0.97
26583,0.05,0.11199999999999999,0.838
26584,0.05,0.17,0.78
26585,0.03,0.64,0.33
26586,0.25,0.63,0.12
26587,0.0875,0.5923333333333334,0.32016666666666665
26588,0.01,0.06714285714285714,0.9228571428571428
26589,0.023,0.02,0.9570000000000001
26590,0.0,0.7766666666666667,0.22333333333333336
26591,0.19,0.81,0.0
26592,0.24,0.11,0.65
26593,0.4,0.38,0.22
26594,0.03,0.23,0.74
26595,0.0,0.035,0.965
26596,0.05,0.05,0.9
26597,0.08,0.5666666666666668,0.35333333333333333
26598,0.01,0.03,0.96
26599,0.04833333333333333,0.05,0.9016666666666667
26600,0.0,0.05,0.95
26601,0.03,0.195,0.775
26602,0.06666666666666667,0.13,0.8033333333333335
26603,0.11166666666666666,0.13,0.7583333333333334
26604,0.1275,0.44,0.4325
26605,0.02,0.2333333333333333,0.7466666666666666
26606,0.16,0.36200000000000004,0.478
26607,0.15,0.85,0.0
26608,0.05,0.11,0.84
26609,0.08,0.04,0.88
26610,0.29333333333333333,0.6966666666666665,0.01
26611,0.05,0.17,0.78
26612,0.055,0.455,0.49
26613,0.155,0.08,0.765
26614,0.01,0.01,0.98
26615,0.11333333333333334,0.18666666666666668,0.7
26616,0.02,0.04,0.94
26617,0.05,0.16,0.79
26618,0.08,0.09,0.83
26619,0.17,0.22,0.61
26620,0.07,0.91,0.02
26621,0.026666666666666665,0.0,0.9733333333333334
26622,0.1,0.4933333333333333,0.40666666666666673
26623,0.0,0.9209999999999999,0.079
26624,0.01,0.11,0.88
26625,0.73,0.13,0.14
26626,0.12,0.03,0.85
26627,0.06,0.1,0.84
26628,0.04,0.05,0.91
26629,0.03166666666666666,0.04,0.9283333333333332
26630,0.06,0.05666666666666667,0.8833333333333334
26631,0.0,0.05,0.95
26632,0.31,0.17,0.52
26633,0.02,0.13333333333333333,0.8466666666666666
26634,0.09,0.04,0.87
26635,0.09,0.19,0.72
26636,0.16,0.3288333333333333,0.5111666666666665
26637,0.01,0.08033333333333333,0.9096666666666667
26638,0.01,0.89,0.1
26639,0.51,0.42,0.07
26640,0.03833333333333334,0.051666666666666666,0.91
26641,0.1175,0.77,0.1125
26642,0.01,0.04333333333333334,0.9466666666666665
26643,0.07,0.0,0.93
26644,0.11,0.16,0.73
26645,0.013999999999999999,0.04,0.946
26646,0.65,0.04,0.31
26647,0.06,0.12,0.82
26648,0.03,0.81,0.16
26649,0.105,0.04,0.855
26650,0.85,0.15,0.0
26651,0.4,0.6,0.0
26652,0.61,0.03,0.36
26653,0.03,0.0,0.97
26654,0.03,0.75,0.22
26655,0.0925,0.24,0.6675
26656,0.15766666666666665,0.13,0.7123333333333334
26657,0.08,0.16,0.76
26658,0.09,0.23,0.68
26659,0.18100000000000002,0.095,0.7240000000000001
26660,0.07,0.4235,0.5065
26661,0.005,0.125,0.87
26662,0.02,0.26,0.72
26663,0.14,0.406,0.45399999999999996
26664,0.12333333333333334,0.12166666666666666,0.755
26665,0.09966666666666667,0.69,0.21033333333333332
26666,0.0,0.7691666666666666,0.23083333333333333
26667,0.03,0.039999999999999994,0.93
26668,0.01,0.78,0.21
26669,0.01,0.4346666666666667,0.5553333333333333
26670,0.33399999999999996,0.20600000000000002,0.46
26671,0.05,0.03,0.92
26672,0.0575,0.03,0.9125
26673,0.056666666666666664,0.1,0.8433333333333333
26674,0.38333333333333336,0.078,0.5386666666666667
26675,0.12666666666666665,0.26,0.6133333333333334
26676,0.02,0.215,0.765
26677,0.01,0.02,0.97
26678,0.11,0.28,0.61
26679,0.3583333333333333,0.08,0.5616666666666666
26680,0.07666666666666666,0.155,0.7683333333333334
26681,0.0525,0.0775,0.87
26682,0.05,0.23,0.72
26683,0.01,0.3,0.69
26684,0.0175,0.06,0.9225
26685,0.18999999999999997,0.11,0.7
26686,0.03,0.09,0.88
26687,0.13,0.01,0.86
26688,0.02,0.82,0.16
26689,0.044000000000000004,0.3765,0.5794999999999999
26690,0.0,0.025,0.975
26691,0.01,0.05,0.94
26692,0.0,0.12,0.88
26693,0.27,0.0275,0.7025
26694,0.6597976190476191,0.3402023809523809,0.0
26695,0.07333333333333333,0.08,0.8466666666666667
26696,0.04,0.0,0.96
26697,0.02,0.05,0.93
26698,0.0025,0.03,0.9675
26699,0.06666666666666667,0.32,0.6133333333333334
26700,0.05,0.6266666666666667,0.32333333333333336
26701,0.17,0.29833333333333334,0.5316666666666667
26702,0.02,0.4475,0.5325
26703,0.03,0.14,0.83
26704,0.01,0.09,0.9
26705,0.02,0.05,0.93
26706,0.21,0.0625,0.7275
26707,0.6866666666666668,0.03,0.2833333333333334
26708,0.03333333333333333,0.165,0.8016666666666667
26709,0.0,0.06,0.94
26710,0.28,0.33,0.39
26711,0.28,0.05,0.67
26712,0.03,0.19,0.78
26713,0.18166666666666664,0.40833333333333327,0.41
26714,0.017,0.14,0.843
26715,0.01,0.7575,0.2325
26716,0.01,0.96,0.03
26717,0.07476190476190477,0.1510714285714286,0.7741666666666667
26718,0.03,0.21749999999999997,0.7525
26719,0.02,0.13,0.85
26720,0.19649999999999995,0.14,0.6635000000000001
26721,0.0,0.3586666666666667,0.6413333333333333
26722,0.36,0.09666666666666666,0.5433333333333333
26723,0.04666666666666666,0.06,0.8933333333333334
26724,0.095,0.62,0.285
26725,0.02,0.2866666666666667,0.6933333333333335
26726,0.09816666666666667,0.7983333333333335,0.1035
26727,0.13,0.06,0.81
26728,0.11,0.34,0.55
26729,0.17,0.07,0.76
26730,0.01,0.43,0.56
26731,0.05,0.03,0.92
26732,0.23600000000000002,0.7539999999999999,0.01
26733,0.07,0.02,0.91
26734,0.06,0.28,0.66
26735,0.02,0.06333333333333334,0.9166666666666665
26736,0.04,0.5675,0.3925
26737,0.11766666666666666,0.1,0.7823333333333333
26738,0.02,0.05,0.93
26739,0.7733333333333333,0.056666666666666664,0.17
26740,0.06,0.06,0.88
26741,0.09,0.91,0.0
26742,0.08,0.1,0.82
26743,0.08,0.22,0.7
26744,0.146,0.1,0.754
26745,0.03333333333333333,0.01,0.9566666666666667
26746,0.51,0.1,0.39
26747,0.02,0.695,0.285
26748,0.27,0.6866666666666665,0.04333333333333333
26749,0.01,0.3316666666666667,0.6583333333333334
26750,0.07,0.07,0.86
26751,0.04,0.15,0.81
26752,0.02,0.68,0.3
26753,0.02,0.09016666666666666,0.8898333333333335
26754,0.015,0.02,0.965
26755,0.02,0.06666666666666667,0.9133333333333333
26756,0.15,0.04,0.81
26757,0.03,0.01,0.96
26758,0.53,0.15666666666666665,0.3133333333333333
26759,0.05333333333333333,0.43,0.5166666666666666
26760,0.355,0.21333333333333335,0.4316666666666667
26761,0.01,0.06749999999999999,0.9225000000000001
26762,0.07,0.07,0.86
26763,0.03,0.16,0.81
26764,0.11571428571428571,0.2242857142857143,0.66
26765,0.01,0.04,0.95
26766,0.01,0.3,0.69
26767,0.09,0.16,0.75
26768,0.09,0.91,0.0
26769,0.2375,0.26166666666666666,0.5008333333333332
26770,0.16,0.2,0.64
26771,0.15666666666666668,0.8333333333333333,0.01
26772,0.74,0.02,0.24
26773,0.15,0.3041666666666667,0.5458333333333333
26774,0.07,0.07,0.86
26775,0.02,0.13,0.85
26776,0.02,0.09,0.89
26777,0.06,0.15,0.79
26778,0.09,0.07,0.84
26779,0.1,0.12,0.78
26780,0.04,0.21,0.75
26781,0.027777777777777776,0.26,0.7122222222222223
26782,0.05,0.06,0.89
26783,0.26,0.1,0.64
26784,0.05,0.65,0.3
26785,0.05,0.184,0.7659999999999999
26786,0.63,0.01,0.36
