index,0,1,2
26457,0.13810489182136673,0.24158833910459016,0.620306769074043
26458,0.08570859969540616,0.10160636325100318,0.812685037053591
26459,0.11073267850062463,0.09012498686106728,0.799142334638308
26460,0.15188516163497442,0.1857449002104412,0.6623699381545842
26461,0.0966190000527932,0.2121668964579638,0.691214103489243
26462,0.046146448563173674,0.36670843078580423,0.5871451206510221
26463,0.08593276607392852,0.13979732927522848,0.7742699046508426
26464,0.5049135679988465,0.11142240368463302,0.3836640283165207
26465,0.07862774138557692,0.1529393242547618,0.7684329343596613
26466,0.08733084133565969,0.3564041191468088,0.5562650395175318
26467,0.06232322609553051,0.13324302898707463,0.8044337449173947
26468,0.0835989682118364,0.08634959832884796,0.8300514334593155
26469,0.07057812489709012,0.15030134896436467,0.7791205261385453
26470,0.04505203690314498,0.3662530170099299,0.588694946086925
26471,0.19269350759566253,0.07530842349508628,0.7319980689092513
26472,0.0405211249475045,0.21412760287336002,0.7453512721791355
26473,0.07740778957787614,0.10067085329261138,0.8219213571295121
26474,0.09620261545125088,0.1268549466318948,0.7769424379168541
26475,0.058936157146678214,0.9131084237670379,0.027955419086283982
26476,0.10373896881748618,0.1389805305526901,0.7572805006298238
26477,0.08816470285057759,0.3447208343577984,0.5671144627916241
26478,0.6539405551129218,0.3053162346089843,0.040743210278094
26479,0.04770275112459379,0.7984544608767424,0.15384278799866366
26480,0.44295221045807637,0.35090358475833633,0.2061442047835874
26481,0.0540194766037744,0.28145890873866436,0.6645216146575612
26482,0.12895602274519086,0.28684597197624556,0.5841980052785634
26483,0.02554323202080414,0.05172763772305784,0.9227291302561379
26484,0.09531190564495085,0.3630211918389113,0.5416669025161379
26485,0.1519475106913586,0.22277457992256225,0.6252779093860792
26486,0.047450110879719114,0.07863083621956787,0.8739190529007129
26487,0.14,0.85,0.01
26488,0.13486389534165444,0.13270695144928177,0.7324291532090634
26489,0.07985442372975714,0.07460772744544909,0.8455378488247937
26490,0.0969011478147755,0.13393441478507764,0.7691644374001466
26491,0.11017411063485104,0.07201635301748935,0.8178095363476594
26492,0.32749047700333067,0.6317347442236115,0.040774778773057754
26493,0.09737642511117568,0.1636468089441448,0.7389767659446796
26494,0.45036553912926425,0.18884340024413374,0.36079106062660193
26495,0.020844114235636084,0.7815609559585107,0.19759492980585303
26496,0.0666248461853872,0.2932994124350426,0.6400757413795704
26497,0.22047115136406223,0.22059415769819488,0.5589346909377428
26498,0.06098635034924325,0.24451265406716896,0.6945009955835877
26499,0.0644111539762861,0.2456966224417198,0.6898922235819941
26500,0.09261517499087674,0.13354420005809964,0.7738406249510235
26501,0.0369715659443416,0.9338951465735732,0.029133287482085112
26502,0.2683416372679367,0.12083613445130473,0.6108222282807584
26503,0.04807293712597161,0.08286212097291439,0.869064941901114
26504,0.06691695073902033,0.1524615672122349,0.7806214820487442
26505,0.0683821969072662,0.13053462653441958,0.8010831765583142
26506,0.16113483736058154,0.17550348956753165,0.6633616730718869
26507,0.10334169040872497,0.13263172738909465,0.7640265822021803
26508,0.15354079305444382,0.10966624747078063,0.7367929594747757
26509,0.09381789606921068,0.2864571122486765,0.6197249916821126
26510,0.11431691256999799,0.23144031164039433,0.6542427757896077
26511,0.061177596414961045,0.0818246358711035,0.8569977677139352
26512,0.09087828533377129,0.1134292895829315,0.795692425083297
26513,0.2403921568627451,0.7174754901960785,0.04213235294117647
26514,0.09403826526380993,0.17492900246325754,0.7310327322729323
26515,0.07127773919937147,0.07081816337640261,0.8579040974242257
26516,0.036347809561422646,0.12725303565293594,0.8363991547856412
26517,0.0945900429161144,0.11548303330631042,0.7899269237775752
26518,0.22342116677510301,0.6809690594954095,0.09560977372948747
26519,0.19594479629553238,0.10602514200919344,0.698030061695274
26520,0.03351857819830151,0.14166620150488243,0.8248152202968159
26521,0.10273629012448303,0.1081653377837354,0.7890983720917814
26522,0.553350094431613,0.11627710716406588,0.33037279840432104
26523,0.13525870520416544,0.058865103057424546,0.8058761917384102
26524,0.0674371546145166,0.2197912432862151,0.7127716020992685
26525,0.024210005573644198,0.147774407742307,0.828015586684049
26526,0.11910622335900621,0.14771656186906942,0.7331772147719243
26527,0.058866379087805315,0.17022701794863088,0.770906602963564
26528,0.0710770265731692,0.10451071367281298,0.8244122597540176
26529,0.06320928433497226,0.46849711133753863,0.468293604327489
26530,0.21587301587301586,0.7207936507936508,0.06333333333333334
26531,0.03419993714373203,0.1839670128530689,0.781833050003199
26532,0.11403851348226725,0.06969645419824069,0.8162650323194914
26533,0.11556058851108472,0.2008295604462051,0.6836098510427105
26534,0.18482703559790947,0.1007447911123087,0.7144281732897815
26535,0.12383168665141668,0.09356983076683786,0.7825984825817452
26536,0.14781033097603472,0.05789452479610319,0.794295144227862
26537,0.17416666666666664,0.7783333333333334,0.0475
26538,0.10036278531214667,0.1496443117030539,0.7499929029847994
26539,0.07588514418420891,0.09329535938946686,0.8308194964263239
26540,0.09363998214834421,0.1273864825001405,0.7789735353515151
26541,0.08143461162311595,0.4751186984441727,0.44344668993271136
26542,0.05830299246631176,0.11275351900637723,0.8289434885273107
26543,0.09646038537763481,0.47230227087717647,0.4312373437451889
26544,0.14224762525609985,0.8059373253864779,0.051815049357422246
26545,0.3038435658484919,0.05095101614313436,0.6452054180083736
26546,0.06020291272446107,0.12450340529696419,0.8152936819785748
26547,0.047329177100516776,0.10313166774821825,0.849539155151265
26548,0.13125661688551366,0.1818503789497027,0.6868930041647835
26549,0.035596895109121965,0.1437157457382443,0.8206873591526336
26550,0.06315878760096241,0.20553446664646963,0.7313067457525677
26551,0.0487406044448548,0.15233738904641625,0.7989220065087288
26552,0.06538593869925304,0.17191721977175395,0.762696841528993
26553,0.1595580017516996,0.26549403147806827,0.5749479667702319
26554,0.01900911054253823,0.1035867397926501,0.8774041496648115
26555,0.12068058213807814,0.06551215415907052,0.8138072637028511
26556,0.2831212121212121,0.665969696969697,0.05090909090909091
26557,0.08659827095667579,0.17567553123148866,0.7377261978118353
26558,0.10516732675977691,0.5353154779249973,0.3595171953152257
26559,0.1015590849333483,0.20508910219696144,0.6933518128696902
26560,0.07272346706980228,0.147752146947355,0.7795243859828426
26561,0.08561003848358899,0.07826045849759686,0.836129503018814
26562,0.1373508800785787,0.09681087585099453,0.7658382440704267
26563,0.09334666600111494,0.4466027542702215,0.4600505797286637
26564,0.06952410559567555,0.09833743423954781,0.8321384601647764
26565,0.022367274116148184,0.8149513593963118,0.16268136648754003
26566,0.15020613457201845,0.13456235303638675,0.7152315123915949
26567,0.048506201376880546,0.16640468168856087,0.7850891169345584
26568,0.056172294152761267,0.05964871301200098,0.8841789928352375
26569,0.08745044676506643,0.11814474400495101,0.7944048092299826
26570,0.3179393685567515,0.17026325565991893,0.5117973757833295
26571,0.06166327201233919,0.12611184968502748,0.8122248783026332
26572,0.0471855641539882,0.14471671697846542,0.8080977188675466
26573,0.06290918136319708,0.2789300137297505,0.6581608049070524
26574,0.03604604129669777,0.11703991493769005,0.8469140437656121
26575,0.039471587535389305,0.7015708899153474,0.2589575225492633
26576,0.041486941564909355,0.10757434944494745,0.850938708990143
26577,0.05020999282210049,0.6901650759543324,0.259624931223567
26578,0.08506955097291222,0.0884260402001795,0.8265044088269086
26579,0.05445503565138192,0.15308036514054277,0.792464599208075
26580,0.5082992565961295,0.08438744121129624,0.4073133021925743
26581,0.10216641453844405,0.6154640440164882,0.28236954144506776
26582,0.07032074488863278,0.12979970243958427,0.7998795526717828
