index,0,1,2
26457,0.05,0.1275,0.8225
26458,0.39,0.24416666666666667,0.36583333333333334
26459,0.01,0.07,0.92
26460,0.08233333333333334,0.03,0.8876666666666666
26461,0.085,0.06,0.855
26462,0.04,0.09,0.87
26463,0.30333333333333334,0.6866666666666665,0.01
26464,0.02,0.01,0.97
26465,0.12,0.17,0.71
26466,0.01,0.24,0.75
26467,0.0,0.15,0.85
26468,0.0,0.04,0.96
26469,0.77,0.11,0.12
26470,0.09,0.2,0.71
26471,0.055,0.16,0.785
26472,0.2,0.15,0.65
26473,0.03,0.01,0.96
26474,0.14,0.86,0.0
26475,0.3116666666666667,0.38,0.30833333333333335
26476,0.035,0.07,0.895
26477,0.175,0.19066666666666665,0.6343333333333334
26478,0.08,0.07,0.85
26479,0.08,0.15833333333333333,0.7616666666666666
26480,0.015,0.14,0.845
26481,0.022000000000000002,0.698,0.28
26482,0.17,0.04,0.79
26483,0.0,0.21,0.79
26484,0.08,0.15,0.77
26485,0.03,0.01,0.96
26486,0.11,0.17,0.72
26487,0.11,0.135,0.755
26488,0.14,0.86,0.0
26489,0.0,0.27,0.73
26490,0.04,0.29583333333333334,0.6641666666666667
26491,0.01,0.005,0.985
26492,0.028333333333333335,0.17416666666666664,0.7975
26493,0.9,0.1,0.0
26494,0.02,0.07,0.91
26495,0.11,0.12833333333333333,0.7616666666666666
26496,0.245,0.055,0.7
26497,0.02,0.92,0.06
26498,0.28833333333333333,0.5033333333333334,0.20833333333333331
26499,0.0,0.15,0.85
26500,0.02,0.25,0.73
26501,0.06,0.245,0.695
26502,0.02,0.02,0.96
26503,0.22,0.3375,0.4425
26504,0.07388888888888888,0.2580555555555556,0.6680555555555554
26505,0.055,0.045,0.9
26506,0.12,0.87,0.01
26507,0.17,0.82,0.01
26508,0.1225,0.34,0.5375
26509,0.07,0.10833333333333334,0.8216666666666665
26510,0.02,0.08,0.9
26511,0.05583333333333333,0.029166666666666664,0.915
26512,0.14,0.29,0.57
26513,0.01,0.04033333333333333,0.9496666666666667
26514,0.042833333333333334,0.035,0.9221666666666667
26515,0.1275,0.0,0.8725
26516,0.025,0.305,0.67
26517,0.17166666666666663,0.8283333333333333,0.0
26518,0.06,0.08,0.86
26519,0.7458333333333332,0.03,0.22416666666666665
26520,0.01,0.93,0.06
26521,0.0,0.04,0.96
26522,0.10866666666666668,0.1925,0.6988333333333333
26523,0.17,0.07,0.76
26524,0.02,0.385,0.595
26525,0.21833333333333332,0.24500000000000002,0.5366666666666667
26526,0.03,0.05,0.92
26527,0.0625,0.7,0.2375
26528,0.23833333333333337,0.7616666666666667,0.0
26529,0.51,0.04,0.45
26530,0.04,0.23,0.73
26531,0.0,0.01,0.99
26532,0.73,0.06,0.21
26533,0.045,0.105,0.85
26534,0.055,0.1,0.845
26535,0.01,0.085,0.905
26536,0.22,0.12,0.66
26537,0.036000000000000004,0.01,0.9540000000000001
26538,0.1,0.3,0.6
26539,0.01,0.08333333333333331,0.9066666666666666
26540,0.21,0.31,0.48
26541,0.01,0.03,0.96
26542,0.05,0.09333333333333334,0.8566666666666667
26543,0.055,0.045,0.9
26544,0.195,0.25,0.555
26545,0.0,0.23,0.77
26546,0.03,0.16,0.81
26547,0.01,0.02,0.97
26548,0.03,0.02,0.95
26549,0.395,0.605,0.0
